seg_id,surah,ayah,tafsir_id,query_index,query_text,prompt_tokens,completion_tokens,total_tokens
3743,Yāsīn,38,Yāsīn:38,1,Apa yang dimaksud dengan tanda kuasa Allah dalam tafsir ini?,496,119,615
3743,Yāsīn,38,Yāsīn:38,2,Mengapa matahari disebut berjalan di tempat peredarannya dengan tertib?,496,119,615
3743,Yāsīn,38,Yāsīn:38,3,Bagaimana ketetapan Allah terkait pergerakan matahari ini?,496,119,615
3743,Yāsīn,38,Yāsīn:38,4,Siapa yang mengatur peredaran matahari menurut tafsir ini?,496,119,615
3743,Yāsīn,38,Yāsīn:38,5,Mengapa matahari tidak bisa menyimpang dari peredarannya?,496,119,615
3743,Yāsīn,38,Yāsīn:38,6,Apa yang menunjukkan bahwa Allah Mahaperkasa dan Maha Mengetahui dalam konteks ini?,496,119,615
3744,Yāsīn,39,Yāsīn:39,1,Apa yang dimaksud dengan 'jarak-jarak tertentu' dalam peredaran bulan?,533,107,640
3744,Yāsīn,39,Yāsīn:39,2,Mengapa bentuk bulan berubah-ubah dari kecil hingga purnama lalu mengecil lagi?,533,107,640
3744,Yāsīn,39,Yāsīn:39,3,Bagaimana proses perubahan bulan dari bentuk tandan yang tua hingga kembali ke bentuk semula?,533,107,640
3744,Yāsīn,39,Yāsīn:39,4,Apa makna bulan yang kembali seperti bentuk tandan yang tua?,533,107,640
3744,Yāsīn,39,Yāsīn:39,5,Mengapa cahaya bulan awalnya lemah kemudian menjadi terang saat sabit?,533,107,640
3745,Yāsīn,40,Yāsīn:40,1,Apa yang dimaksud dengan sunatullah dalam tafsir ini?,487,94,581
3745,Yāsīn,40,Yāsīn:40,2,Mengapa matahari dan bulan tidak mungkin bertabrakan?,487,94,581
3745,Yāsīn,40,Yāsīn:40,3,Bagaimana hubungan antara malam dan siang menurut tafsir ini?,487,94,581
3745,Yāsīn,40,Yāsīn:40,4,Apa makna dari 'masing-masing beredar pada garis edarnya'?,487,94,581
3745,Yāsīn,40,Yāsīn:40,5,Mengapa Allah menetapkan aturan seperti ini untuk alam semesta?,487,94,581
3746,Yāsīn,41,Yāsīn:41,1,Apa yang dimaksud dengan kekuasaan Allah yang meliputi fenomena di samudera?,513,144,657
3746,Yāsīn,41,Yāsīn:41,2,Mengapa pengangkutan keturunan dan barang keperluan dengan kapal dianggap sebagai tanda kebesaran Allah?,513,144,657
3746,Yāsīn,41,Yāsīn:41,3,Bagaimana cara Allah menunjukkan kekuasaan-Nya melalui perjalanan kapal dari satu tempat ke tempat lain?,513,144,657
3746,Yāsīn,41,Yāsīn:41,4,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,513,144,657
3746,Yāsīn,41,Yāsīn:41,5,Apa hubungan antara kekuasaan Allah di alam semesta dengan fenomena di samudera?,513,144,657
3746,Yāsīn,41,Yāsīn:41,6,Mengapa perjalanan kapal disebut sebagai tanda kebesaran Allah bagi manusia?,513,144,657
3747,Yāsīn,42,Yāsīn:42,1,Apa saja contoh kendaraan lain yang diciptakan Allah untuk manusia?,485,92,577
3747,Yāsīn,42,Yāsīn:42,2,Mengapa Allah menciptakan berbagai jenis kendaraan untuk manusia?,485,92,577
3747,Yāsīn,42,Yāsīn:42,3,Bagaimana hewan-hewan tunggangan digunakan dalam kehidupan sehari-hari?,485,92,577
3747,Yāsīn,42,Yāsīn:42,4,Apa manfaat alat angkut bagi manusia?,485,92,577
3747,Yāsīn,42,Yāsīn:42,5,Kapan manusia mulai menggunakan kendaraan seperti yang disebutkan dalam tafsir?,485,92,577
3748,Yāsīn,43,Yāsīn:43,1,Apa yang bisa terjadi jika Allah menghendaki kapal tenggelam?,489,131,620
3748,Yāsīn,43,Yāsīn:43,2,Mengapa tidak ada yang bisa menolong saat kapal tenggelam?,489,131,620
3748,Yāsīn,43,Yāsīn:43,3,Bagaimana cara Allah menenggelamkan kapal menurut teks ini?,489,131,620
3748,Yāsīn,43,Yāsīn:43,4,Siapa yang dimaksud dengan 'mereka' dalam teks ini?,489,131,620
3748,Yāsīn,43,Yāsīn:43,5,Kapan biasanya kapal bisa tenggelam berdasarkan penjelasan ini?,489,131,620
3748,Yāsīn,43,Yāsīn:43,6,Apa hikmah dari kisah kapal yang bisa tenggelam ini?,489,131,620
3748,Yāsīn,43,Yāsīn:43,7,Apakah manusia punya kekuatan untuk mencegah kapal tenggelam?,489,131,620
3749,Yāsīn,44,Yāsīn:44,1,Apa yang dimaksud dengan bencana dalam tafsir ini?,508,92,600
3749,Yāsīn,44,Yāsīn:44,2,Mengapa manusia bisa selamat dari bencana?,508,92,600
3749,Yāsīn,44,Yāsīn:44,3,Bagaimana cara agar manusia tidak berlaku sombong?,508,92,600
3749,Yāsīn,44,Yāsīn:44,4,Siapa yang memberikan kesenangan hidup dengan sarana transportasi?,508,92,600
3749,Yāsīn,44,Yāsīn:44,5,Kapan kesenangan hidup itu akan berakhir?,508,92,600
3749,Yāsīn,44,Yāsīn:44,6,Apa akibat jika manusia melakukan penyimpangan?,508,92,600
3750,Yāsīn,45,Yāsīn:45,1,Apa yang dimaksud dengan bukti-bukti kekuasaan Allah yang disebutkan dalam teks?,528,151,679
3750,Yāsīn,45,Yāsīn:45,2,Mengapa banyak manusia tetap ingkar meski melihat bukti-bukti tersebut?,528,151,679
3750,Yāsīn,45,Yāsīn:45,3,Bagaimana sikap manusia terhadap sarana transportasi sebagai kemampuan dari Allah?,528,151,679
3750,Yāsīn,45,Yāsīn:45,4,Apa peringatan yang diberikan kepada orang-orang yang ingkar dalam teks ini?,528,151,679
3750,Yāsīn,45,Yāsīn:45,5,Mengapa penting untuk takut akan siksa dunia dan akhirat?,528,151,679
3750,Yāsīn,45,Yāsīn:45,6,Apa hubungan antara siksa dunia dan azab akhirat dalam konteks ini?,528,151,679
3750,Yāsīn,45,Yāsīn:45,7,Bagaimana cara agar manusia bisa mendapat rahmat dari Allah?,528,151,679
3751,Yāsīn,46,Yāsīn:46,1,Apa yang dilakukan orang-orang kafir ketika melihat tanda kebesaran Allah?,480,114,594
3751,Yāsīn,46,Yāsīn:46,2,Mengapa mereka selalu berpaling dari ayat-ayat Allah?,480,114,594
3751,Yāsīn,46,Yāsīn:46,3,Bagaimana sikap orang kafir terhadap tanda-tanda yang dibawa para rasul?,480,114,594
3751,Yāsīn,46,Yāsīn:46,4,Siapa yang dimaksud dengan 'orang yang ingkar' dalam tafsir ini?,480,114,594
3751,Yāsīn,46,Yāsīn:46,5,Kapan biasanya mereka menolak tanda-tanda tersebut?,480,114,594
3751,Yāsīn,46,Yāsīn:46,6,Apa contoh tanda kebesaran Allah yang disebutkan dalam tafsir?,480,114,594
3752,Yāsīn,47,Yāsīn:47,1,Apa yang dikatakan orang kafir ketika diminta berinfak?,565,130,695
3752,Yāsīn,47,Yāsīn:47,2,Mengapa orang kafir menolak memberi makan kepada yang membutuhkan?,565,130,695
3752,Yāsīn,47,Yāsīn:47,3,Bagaimana sifat orang kafir dalam berinfak menurut teks ini?,565,130,695
3752,Yāsīn,47,Yāsīn:47,4,"Apa manfaat berinfak, bersedekah, dan berzakat bagi diri sendiri?",565,130,695
3752,Yāsīn,47,Yāsīn:47,5,Mengapa orang kafir dianggap dalam kesesatan?,565,130,695
3752,Yāsīn,47,Yāsīn:47,6,Siapa yang dimaksud dengan 'orang-orang yang beriman' dalam teks ini?,565,130,695
3753,Yāsīn,48,Yāsīn:48,1,Apa yang diingkari oleh orang-orang kafir selain utusan Allah?,504,113,617
3753,Yāsīn,48,Yāsīn:48,2,Bagaimana reaksi orang-orang kafir ketika dikatakan tentang hari kebangkitan?,504,113,617
3753,Yāsīn,48,Yāsīn:48,3,Mengapa orang-orang kafir mengejek janji hari kebangkitan?,504,113,617
3753,Yāsīn,48,Yāsīn:48,4,Kapan janji hari kebangkitan itu dipertanyakan oleh mereka?,504,113,617
3753,Yāsīn,48,Yāsīn:48,5,Siapa yang disebut sebagai orang yang benar dalam perkataan tentang hari kebangkitan?,504,113,617
