seg_id,surah,ayah,tafsir_id,query_index,query_text,prompt_tokens,completion_tokens,total_tokens
2496,Al-Anbiyā' ,13,Al-Anbiyā' :13,1,Apa maksud dari 'dalam keadaan sudah binasa' dalam konteks ini?,535,105,640
2496,Al-Anbiyā' ,13,Al-Anbiyā' :13,2,Mengapa mereka disuruh kembali ke negeri mereka?,535,105,640
2496,Al-Anbiyā' ,13,Al-Anbiyā' :13,3,Bagaimana bentuk penghinaan dan sindiran yang disebutkan?,535,105,640
2496,Al-Anbiyā' ,13,Al-Anbiyā' :13,4,Siapa yang mengumandangkan perintah tersebut?,535,105,640
2496,Al-Anbiyā' ,13,Al-Anbiyā' :13,5,Mengapa mereka akan ditanya tentang asal-usul kemewahan?,535,105,640
2496,Al-Anbiyā' ,13,Al-Anbiyā' :13,6,Apa hubungan antara kesenangan hidup dan pertanggungjawaban?,535,105,640
2497,Al-Anbiyā' ,14,Al-Anbiyā' :14,1,Apa yang diakui oleh orang-orang yang ingkar kepada Allah?,487,101,588
2497,Al-Anbiyā' ,14,Al-Anbiyā' :14,2,Mengapa mereka merasa celaka?,487,101,588
2497,Al-Anbiyā' ,14,Al-Anbiyā' :14,3,Bagaimana sikap mereka terhadap ajaran para rasul selama hidup di dunia?,487,101,588
2497,Al-Anbiyā' ,14,Al-Anbiyā' :14,4,Siapa yang termasuk orang-orang zalim menurut tafsir ini?,487,101,588
2497,Al-Anbiyā' ,14,Al-Anbiyā' :14,5,Apa konsekuensi dari menolak ajaran para rasul?,487,101,588
2497,Al-Anbiyā' ,14,Al-Anbiyā' :14,6,Bagaimana pengakuan mereka saat menghadapi kenyataan?,487,101,588
2498,Al-Anbiyā' ,15,Al-Anbiyā' :15,1,Apa yang dikeluhkan oleh orang-orang kafir di akhirat?,512,124,636
2498,Al-Anbiyā' ,15,Al-Anbiyā' :15,2,Mengapa mereka mengaku telah berbuat zalim?,512,124,636
2498,Al-Anbiyā' ,15,Al-Anbiyā' :15,3,Bagaimana keadaan orang-orang zalim setelah pengakuan mereka?,512,124,636
2498,Al-Anbiyā' ,15,Al-Anbiyā' :15,4,Apa makna perumpamaan hancur lebur seperti tanaman yang telah dituai?,512,124,636
2498,Al-Anbiyā' ,15,Al-Anbiyā' :15,5,Kapan pengakuan itu terjadi?,512,124,636
2498,Al-Anbiyā' ,15,Al-Anbiyā' :15,6,Siapa yang dimaksud dengan 'orang-orang yang zalim' dalam tafsir ini?,512,124,636
2498,Al-Anbiyā' ,15,Al-Anbiyā' :15,7,Apakah ada kesempatan untuk hidup kembali setelah hancur seperti itu?,512,124,636
2499,Al-Anbiyā' ,16,Al-Anbiyā' :16,1,Apa tujuan Allah menciptakan langit dan bumi?,507,113,620
2499,Al-Anbiyā' ,16,Al-Anbiyā' :16,2,Mengapa manusia tidak pantas menghindar dari iman dan ibadah?,507,113,620
2499,Al-Anbiyā' ,16,Al-Anbiyā' :16,3,Bagaimana hukum alam menunjukkan perencanaan Allah?,507,113,620
2499,Al-Anbiyā' ,16,Al-Anbiyā' :16,4,Apa makna dari 'tidak dengan main-main' dalam penciptaan alam?,507,113,620
2499,Al-Anbiyā' ,16,Al-Anbiyā' :16,5,Siapa yang dimaksud dengan 'Kami' dalam penciptaan langit dan bumi?,507,113,620
2499,Al-Anbiyā' ,16,Al-Anbiyā' :16,6,Mengapa penciptaan alam disebut untuk kepentingan manusia?,507,113,620
2500,Al-Anbiyā' ,17,Al-Anbiyā' :17,1,Apa maksud tuduhan orang kafir yang disebutkan dalam teks?,505,134,639
